ID,YouTube URL,Rating,Tier,Title,Difficulty
OlDo09P8l0d6d80i8qD0qQddbi0QQD8b,https://www.youtube.com/watch?v=XGsRrfX-PQI,17,0.6,London EVOLVED ver.B (ロンドンB),0 CSP
oOI88lollO1OOQQd9DPi0690I6i6oiII,https://www.youtube.com/watch?v=XTK3K5au5Uk,17,0.55,MAX 300(X-Special),0 CSP
OPbd0ldd89Ddll690qiObDld9oDdPdOi,https://www.youtube.com/watch?v=s68W-VLsO_8,17,0.2,perditus†paradisus,0 ESP
oQ868oOio6O90i9qO1o8I96P1do11ID0,https://www.youtube.com/watch?v=gKcD1dLLd5I,17,0.5,東京神話 (Tokyo Shinwa),0 ESP
OQO1Di8IQIQqP1d81d1ID9QD110b0888,https://www.youtube.com/watch?v=WfCYzsbx8BQ,17,0.5,Abrupt Madness,0 ESP
P06O6iQbiPPqiIqOd0IQdqolbPbDId6Q,https://www.youtube.com/watch?v=-wVznNiTzT4,17,0.55,Evans,0 ESP
P1boP1O60bdI16i6lqqd1Q8ioiPbolqd,https://www.youtube.com/watch?v=WiIIKqzFmbY,17,0.15,ΩVERSOUL,0 CSP
P6id8qqolbP0oqO060OOqbl60DI9iQoQ,https://www.youtube.com/watch?v=oMHBdOcjodo,17,0.3,Catch Our Fire!,0 ESP
Pd8bD1od1iOOl80oOiiiIb9QdqIQQllQ,https://www.youtube.com/watch?v=d3S7dREKXJ8,17,0.9,新蛇姫 (Shin Hebihime),0 ESP
PDbDl9dQQQiold81d9DQ6QQobQqb1OO8,https://www.youtube.com/watch?v=br0PsUB21So,17,0.35,Blizzard of Arrows,0 CSP
PdD1dlq1q00q8o9Il6IIqi61Il9DIo61,https://www.youtube.com/watch?v=1Ncw4rH23IM,17,0.25,疾風迅雷 (Shippuujinrai),0 ESP
PIO8dod8P9OOP1bi0D1POIi6OdOdQDql,https://www.youtube.com/watch?v=KYLc4eO5Z8Y,17,0.95,Pluto The First (プルファス),0 ESP
PIP60POo0dDQlIiqO9bIQ1oddQD8P9Il,https://www.youtube.com/watch?v=OvTfVPhwLP0,17,0.4,SABER WING (Akira Ishihara Headshot mix) (石原),0 CSP
POq8OPlOO9199i11Od0P00801Qo01DQo,https://www.youtube.com/watch?v=zTfW27hbHo0,17,0.35,"Reach The Sky, Without you",0 ESP
PP9QDQ0IQQID00P61d8qdDdP09b19iiI,https://www.youtube.com/watch?v=450AUnopqys,17,0.1,"Blind Justice ～Torn souls, Hurt Faiths ～ (ブラジャス)",0 CSP
PPb6l1di1Pi0o8O08odqIDlbPll61QbQ,https://www.youtube.com/watch?v=Qlghl7uC4bU,17,0.9,Jucunda Memoria,0 ESP
q6di1DQbi88i9QlPol1iIPbb8lP1qP1b,https://www.youtube.com/watch?v=AOBX-Z0_Osw,17,0.05,POSSESSION (ポゼ/哲学),0 ESP
Q8b91l6od9bq6IPqlddiP0bb0l1iqD8I,https://www.youtube.com/watch?v=guvyOxH1bw4,17,0.55,SAYONARA☆ディスコライト (SAYONARA Disco Light),0 CSP
Q8bIDb60oPo890oi0l0O9PQd9lOb8o1Q,https://www.youtube.com/watch?v=kXi6T3qLZcU,17,0.7,The History of the Future,0 ESP
Q8PqoP91qqI6I909IdQ098091q9q0i19,https://www.youtube.com/watch?v=VBGArMiY6_Q,17,0.6,ドーパミン (STARDOM Remix) (Dopamine STARDOM Remix),0 CSP
q8QPqbiQ00i6odq81P0D960I108bIiQb,https://www.youtube.com/watch?v=ovJlCcnjuN4,17,0.6,"Acid,Tribal & Dance (DDR EDITION)",0 CSP
q96q9D9oIIOQl8QQ60ii19P0Dbq8Q609,https://www.youtube.com/watch?v=evFQEQXlePA,17,0.3,New Millennium,0 ESP
Q99q619i0lDqll6Q0lq8l1oQ0qPO8o6I,https://www.youtube.com/watch?v=yqJuYtCrJDQ,17,0.5,Electronic Sports Complex,0 ESP
Q9iiOo800blDqO0DDDPI1PIbl1lIidI1,https://www.youtube.com/watch?v=vwRX-rzUVtY,17,0.65,混乱少女♥そふらんちゃん!! (Konran Shoujo Soflan Chan),0 ESP
Q9Q088PPd0bPi9QQ8iil1lQqPdiQP69D,https://www.youtube.com/watch?v=0u26NEXMdEM,17,0.15,恋する☆宇宙戦争っ!! (Koisuru Space War/Love is a Space War/Space Prim/宇宙戦争),0 CSP
QD9Ib18D9lIO10O19d16PbPb68q1190d,https://www.youtube.com/watch?v=z2R0HpBNkzQ,17,0,び (Bi/Bee),0 ESP
QlQ10I6o1l88loioo6DIObi0P09PPdiD,https://www.youtube.com/watch?v=s5LFmgQEDHw,17,0.25,DIABLOSIS::Nāga,0 ESP
QoODOoqDli0bOoqqDo8ODo1lDI9llblo,https://www.youtube.com/watch?v=RzJWRPwct7k,17,0.5,ドーパミン (Dopamine),0 ESP
qP8qb6lIqPIlO696q8881qoIqi1O6ldI,https://www.youtube.com/watch?v=L2dZLnDlQB4,17,0.25,Lichtsäule,0 ESP
qqdlo1QOQo6QIi8PqOi8iIOO0il1IblQ,https://www.youtube.com/watch?v=AeXFgiw9gI4,17,0.65,Death by Glamour (かれいなるしとう/華麗なる死闘),0 CSP
QQldo10ObPPQPlliODiDIIl0Q1oPoo61,https://www.youtube.com/watch?v=wZPUea16n9A,17,0.35,ΔMAX (でるたま),0 ESP
QQldo10ObPPQPlliODiDIIl0Q1oPoo61,https://www.youtube.com/watch?v=F8Po-uimPlc,17,0.85,ΔMAX (でるたま),0 CSP
00obPO6oPIPOoD9qb0dIl6q6D8P6o9bI,https://www.youtube.com/watch?v=c2mDYTdflsU,17,0.35,IX (nine/ナイン),1 EDP
06DO8bb0O891IQ9QP01diqOOl0D80QbO,https://www.youtube.com/watch?v=ge-NWItkkco,17,0.5,ミッドナイト☆WAR (Midnight WAR),1 CDP
06lOillb6id0Dib9o1b06iPblqPl61PI,https://www.youtube.com/watch?v=IagYe3-LFAA,17,0.65,Glitter Flatter Scatter,1 EDP
08O1i8ib1lDPbdOoPlD069PoOI1860qi,https://www.youtube.com/watch?v=sGnkdrCB2gw,17,0.5,mathematical good-bye (mathematical good bye),1 EDP
09looidO89Q9DiDdqQiDPlIQDoiobobQ,https://www.youtube.com/watch?v=Yt5lH2a_VFo,17,0.45,London EVOLVED ver.C (ロンドンC),1 CDP
09P10l1q98b1DiDQdlIii0bld111O86D,https://www.youtube.com/watch?v=aLCxSvB9vUE,17,0.05,quaver♪,1 EDP
0b8lD690qQO1bDOib1IqiO0OO169o9IQ,https://www.youtube.com/watch?v=PoW7Y_xPx0k,17,0.25,Red. by Full Metal Jacket,1 CDP
0DDo1ilPDQoIoPd8ol9OPO1IPbi9ii6d,https://www.youtube.com/watch?v=342z6Ue3QX0,17,0.35,AA,1 CDP
0Ilqbl8q8Q6l6886Q9P9DOi69oIb1b1d,https://www.youtube.com/watch?v=1o6q-94_btE,17,0.35,Gale Rider,1 EDP
0Pd8il0PQd80i1O01i1D9960IdqoQo01,https://www.youtube.com/watch?v=axPGQBbtlgI,17,0.8,Chocolate Planet,1 CDP
0QI6ODo0bPq6Io8ibP16d6I81dbI6oDi,https://www.youtube.com/watch?v=1DgksH8RaYg,17,0.35,Monsters Den,1 CDP
160Oo1q8DolI6068lQi66OQbQ9Q8ODQI,https://www.youtube.com/watch?v=JSoySNEqcKU,17,0.65,バンブーソード・ガール (Bamboo Sword Girl/vocaloidbamboo),1 CDP
18l0blb188Oqqi8I68o8oq91Qbq86QDi,https://www.youtube.com/watch?v=dG2n1tkEUGY,17,0.45,Magnetic,1 CDP
19q96Q8l1oqbD0OQq6biDbO6O1oqqb6O,https://www.youtube.com/watch?v=3hGsvNfQL7A,17,0.6,POSSESSION (20th Anniversary Mix),1 EDP
1I9ODbQ81qi1006QoQI6d6dbd9iiPD9O,https://www.youtube.com/watch?v=v6EJpl5A8ME,17,0.8,Idola (vocaloididola/gumiidola),1 CDP
1IdqDqDdd08dboO911P6OQ8lobb16PDd,https://www.youtube.com/watch?v=aFHjMgRfvPw,17,0.5,Chromatic Burst,1 EDP
1IQ16dPQPQ0Q1qdidld6lO1o86q98o69,https://www.youtube.com/watch?v=dJkB4L2YLFs,17,0.35,Deep tenDon Reflex (天丼),1 CDP
1o6dQqq9P8IQ6PbQO88OI1b91P9DoqQ8,https://www.youtube.com/watch?v=T28d38JiAvA,17,0.85,The legend of MAX(X-Special),1 CDP
1qPIiqqQo0P9dD90I11q90b0ooIidbPO,https://www.youtube.com/watch?v=wIGStKOMPeE,17,0.55,CyberConnect,1 CDP
60P9IPOdi1OIbD61D8i0D9ODoq6QOIPO,https://www.youtube.com/watch?v=4Ey1_RKU1nk,17,0.55,RISING FIRE HAWK,1 CDP
61Db8oi9d9bOIlloq8dqI8O000ilDb08,https://www.youtube.com/watch?v=gOp_gvgIhDE,17,0.15,Kilonova,1 EDP
688O16o80Iib0DPI8oQOIOdbIdQq0P1Q,https://www.youtube.com/watch?v=mA5TWwaLTXs,17,0.75,Aria,1 EDP
68iObo1dP91oqDQ18iiiPQDDb8O6ddq6,https://www.youtube.com/watch?v=CBpDsZH6ZKU,17,0.2,SMASH,1 EDP
6d8DiDl0i1oldbbo0o60PQ0q96d608Dq,https://www.youtube.com/watch?v=CuqNy2CgaCo,17,0.75,ALPACORE,1 CDP
